id,track_name,artist_name,acousticness,danceability,energy,valence,instrumentalness,speechiness,tempo,loudness,mode,key,duration_ms,time_signature
7wd07AVOzcOjNE8egJ18el,Eighteen Robins Road,The Evpatoria Report,0.213,0.244,0.456,0.0353,0.902,0.0441,121.617,-9.606,0,4,1013000.0,3.0
2uUIV3Pt9Zj7Bz5ScF22t0,Beacon,Skags,0.00384,0.536,0.617,0.0986,0.209,0.0367,119.956,-7.529,0,11,341483.0,4.0
6l0CYJ5nmE2tsLkkZSobuc,First Ascent,Slears,0.00114,0.572,0.757,0.436,0.0,0.0464,120.031,-8.015,1,11,258493.0,4.0
698dE82a2aueqWlOjuJGaL,Pet Seminary,Kuato,0.000592,0.279,0.632,0.0322,0.891,0.0303,105.838,-9.093,1,2,663500.0,4.0
2OaXmeYBJ0hcTmS3kxjJOx,See No Evil,Television,0.0224,0.398,0.782,0.806,0.0684,0.0322,144.965,-7.944,1,7,232960.0,4.0
73Mq6WYMWAHidkpqaP2IQs,Foreign,VampViolence,0.00221,0.593,0.421,0.125,0.0,0.101,113.504,-6.789,1,10,83265.0,3.0
3XnDbrxxtA40HPIIRWLgRT,Eloise,Penny and Sparrow,0.695,0.606,0.415,0.405,0.00149,0.0475,137.775,-8.317,0,7,168713.0,4.0
6QOWtdwNZ7zxlFSf8hAjp0,Light It Up,Chasing the Devil,0.00108,0.48,0.968,0.281,2.3e-05,0.125,160.037,-3.679,0,10,178000.0,4.0
750nBPNtlbR3MZshZGbhyL,Fluffy,Chon,0.00164,0.414,0.627,0.481,0.827,0.0381,137.99,-7.394,0,3,178398.0,3.0
00nmZvZRyzQiYe2tAcDDUb,abnormalize,Ling tosite sigure,7.51e-06,0.373,0.897,0.369,0.151,0.0702,87.477,-4.052,1,10,216667.0,4.0
3oay79erf6O3Lk0Cy5aulc,ぐるぐるカーテン,Nogizaka46,0.201,0.611,0.862,0.917,0.0,0.0313,132.025,-2.548,1,2,245680.0,4.0
0FKL6nnhAAYhZ7VQFAuSYn,Fierce Pit Bosses,Enemies,0.0148,0.563,0.674,0.477,0.822,0.0914,92.04,-6.43,0,6,259200.0,4.0
6pSlmwqVhPM0WjGNp9N1Cp,Balloon,LITE,0.00104,0.406,0.791,0.221,0.723,0.0403,130.789,-6.077,1,1,225133.0,3.0
3TdZbELsPLWYZAArGSfwyQ,Back to Autumn,Tall Heights,0.461,0.478,0.587,0.34,0.00107,0.0304,110.919,-8.032,1,8,199653.0,4.0
4HnCccqn8ks24fjM7KQZhf,Hate Me,Baby Said,0.0197,0.633,0.86,0.577,5.67e-06,0.156,147.991,-5.358,0,11,127587.0,4.0
7fxpqs4G8vj3rFYbJnsG7w,Shitlist,L7,9.2e-06,0.419,0.916,0.495,0.184,0.0604,128.981,-8.373,1,1,175293.0,4.0
26uHwSHlaK5mskSMhbRod3,Luckiest Man,The Wood Brothers,0.74,0.571,0.281,0.294,0.0,0.0475,142.263,-10.56,1,5,233667.0,4.0
0kOBkRmEgUC20do94Zqi9k,Monophonic,Pray for Sound,0.1,0.555,0.662,0.0695,0.826,0.0259,109.996,-8.968,1,8,469440.0,4.0
0sM20g4XVfWNfkNOYGk7TJ,Overwrought Already,Amends,1.8e-05,0.5,0.882,0.505,0.0337,0.0341,102.474,-6.442,1,0,312219.0,4.0
5GAM8HSaHdwLqppbxVesKt,Slatt Season 5,Drego & Beno,0.00796,0.754,0.742,0.467,0.0,0.392,130.512,-8.921,1,0,116736.0,5.0
6FELTNTUaN7jLlbAOCnNKF,PAPARAZZI,Girls' Generation,0.0661,0.809,0.785,0.631,8.69e-06,0.0816,129.036,-3.399,1,7,226973.0,4.0
4AgWfa7qvz3fc1orCPlwNL,Up All Night,Slaughter,0.00038,0.517,0.732,0.55,0.00743,0.0325,98.0,-11.342,0,7,226027.0,4.0
4H4x6mlA3Mk8zUqmLrirGI,douji feva,Barretta,0.391,0.744,0.44,0.313,0.000108,0.324,153.932,-10.437,1,9,105229.0,4.0
7rYGZmhNJhsmVLjPidM1q8,Ain't No Use in Tryin',Trampled by Turtles,0.352,0.595,0.797,0.9,0.000553,0.029,111.058,-6.243,1,0,194987.0,4.0
1JCAYKv7XVs8pwgjYCWjOZ,Believe You Me,The Handsome Bandit,0.00356,0.492,0.704,0.35,0.0403,0.0353,180.072,-7.78,1,9,221991.0,4.0
0vhD3lkqYtnnGxsMgg6qy4,Shapeshifter,Deer Park Ranger,0.461,0.224,0.486,0.0391,0.948,0.0348,98.016,-9.28,0,7,482449.0,4.0
1YAgRoxeqVip0wIjurbJ3P,Does Anybody Know,Jade Bird,0.897,0.779,0.161,0.228,5.31e-06,0.0501,109.077,-11.116,0,10,207936.0,4.0
44VRUy8wIpxT1VJNJBZtNz,Year as Lift,Rooftops,0.301,0.48,0.64,0.327,0.64,0.0335,150.932,-8.575,0,11,273640.0,4.0
1R4kAzLGI0PQBe32NAGP40,Rockin' Little Angel,Ray Smith,0.804,0.646,0.787,0.962,1.51e-06,0.0796,79.156,-5.065,1,0,138707.0,4.0
14ErcVITWvf9PLRZ4c9hPj,366日,Shota Shimizu,0.911,0.374,0.274,0.256,1.7e-05,0.0325,74.97,-8.81,1,3,348467.0,4.0
1XGmzt0PVuFgQYYnV2It7A,Payphone,Maroon 5,0.0188,0.743,0.752,0.545,0.0,0.0414,110.015,-4.813,1,4,231173.0,4.0
1nzEWOCfW99awYNbyXCjHG,Los Budistas Dicen,El Ñuki,0.0728,0.63,0.821,0.624,0.0,0.0382,109.98,-6.495,1,5,222545.0,4.0
5ZzGMT8NqxqM7TsO04LAb1,祈り ~涙の軌道,Mr.Children,0.11,0.495,0.508,0.332,0.0,0.0254,140.044,-4.359,1,2,344027.0,4.0
4xtuqrYdKWg3z5nQ3FvSfT,Monoliths,Maserati,0.000804,0.432,0.96,0.852,0.847,0.0364,111.978,-9.767,0,5,380384.0,4.0
0FCgqHNdcbhGIEmU8r6ZF1,Got a Hold on Me,Christine McVie,0.144,0.75,0.787,0.718,1.88e-05,0.0292,129.37,-5.127,1,4,232907.0,4.0
7IXiEF3a1Jl18oLoGu7Uzz,Flyin' Saucers Rock 'N' Roll,Billy Lee Riley,0.681,0.43,0.619,0.703,1.57e-05,0.0648,164.649,-10.434,1,2,122453.0,4.0
0n3lpJqR7A2LS1Efrar5Ap,Blackout,Schlachtruf 1.3.1.2.,0.0031,0.391,0.983,0.568,0.235,0.0986,114.988,-2.023,0,6,186364.0,4.0
3Ve0QyVdjYyLNlXQE71uWN,Spit on My Rubber,Bloodshot Bill,0.714,0.548,0.935,0.906,3.91e-05,0.0939,98.476,-3.383,1,4,117000.0,4.0
230q1mJQcafr2H7Nzagby3,Oh Boy!,Buddy Holly,0.782,0.549,0.625,0.874,0.0,0.0436,96.971,-7.34,1,9,127680.0,4.0
2xafDsGEAOLLryhU47rtdU,Back in Town,Connor Bracken and the Mother Leeds Band,0.00118,0.544,0.698,0.352,0.523,0.0353,125.061,-8.161,0,11,234480.0,4.0
6GIJiLJVQumva9G5khVXH6,Ivory,Polyphia,0.000383,0.541,0.874,0.429,0.228,0.0608,124.982,-4.061,0,2,186480.0,4.0
7r14vA3YsfA2gHO5FyVYrP,Maelstrom,Colaris,0.000104,0.518,0.538,0.145,0.859,0.0308,110.978,-7.81,1,7,377330.0,4.0
2MPwuAYCGBaB2R4t2NxJR7,Wave Bounce,Chon,0.0137,0.634,0.851,0.32,0.73,0.0344,92.531,-7.48,1,8,181902.0,4.0
4MVecGJqLkHGtFdYJIopBu,aom,mouse on the keys,0.0435,0.261,0.851,0.396,0.488,0.0947,171.72,-8.888,0,4,226507.0,4.0
1QBIFYpg4A0GLzXF5rQy2S,Rocket In My Pocket,Jimmy Lloyd,0.715,0.663,0.686,0.978,5.31e-05,0.0347,159.811,-10.985,1,5,141240.0,4.0
4tJ2CTPbzWtWVK69mj0cPJ,シュプレヒコール,RADWIMPS,0.102,0.337,0.947,0.421,0.00065,0.111,172.248,-3.02,1,11,342147.0,4.0
36YXD9jFfw446zqlOVGFD2,Rock House,Roy Orbison,0.445,0.421,0.867,0.85,0.0,0.0751,204.508,-7.247,1,4,123000.0,4.0
0BKHHihvyZdG6beQ5cwPWL,Malachite,Jakob,0.00331,0.379,0.6,0.0692,0.748,0.0333,168.139,-11.979,0,2,392960.0,4.0
5c78qtWwKhC37b4Yrm5V7t,Waitin Round to Die (2024 Version),Grumbeaux,0.00464,0.51,0.632,0.547,0.00244,0.0336,159.924,-11.706,0,1,265873.0,4.0
2hjJGk8yi8eX06WQaWuLsI,Las Vueltas de la Vida,Locrio,0.177,0.385,0.638,0.309,0.0,0.0294,150.205,-6.461,1,7,237625.0,4.0
4Hbe0lRKsXtDZ2wQIovz7I,Johnny B. Goode,Chuck Berry,0.748,0.522,0.806,0.969,5.48e-05,0.0817,168.078,-9.097,1,10,161560.0,4.0
4HkBUX4k1Jln14xSGHfq9I,Totem & Tabu,Leech,0.152,0.443,0.654,0.0736,0.831,0.0312,154.028,-8.136,0,4,1183867.0,4.0
67WTwafOMgegV6ABnBQxcE,Some Nights,fun.,0.0178,0.672,0.738,0.392,6.75e-05,0.0506,107.938,-7.045,1,0,277040.0,4.0
55hyia8pxvD5H0wOtBXyFt,Yaaaago,Totorro,7.07e-05,0.423,0.622,0.232,0.837,0.0443,126.604,-6.752,1,2,207413.0,3.0
03v7yBDPOOuA7gFv0xyK7s,Anchors,Tom's Story,0.00398,0.232,0.71,0.366,0.873,0.0386,178.948,-11.393,1,10,295925.0,4.0
3ixTiPABjqkBKPocxq6oIe,Don't Look Back In Anger,Oasis,0.0331,0.346,0.916,0.249,3.82e-06,0.0703,164.005,-3.588,1,0,287827.0,4.0
7vXxYbfD6GBg9XFBjtWbcG,GO FOR IT !!,Kana Nishino,0.132,0.631,0.914,0.785,0.0,0.0535,146.887,-2.736,1,9,237200.0,4.0
1kJygfS4eoVziBBI93MSYp,Acoustic,Billy Raffoul,0.78,0.88,0.243,0.626,3.92e-05,0.463,76.01,-10.864,1,9,172203.0,4.0
4VRRtKRhP4yd7cEbbNeeey,Denver for an Hour,The Echelon Effect,0.00542,0.399,0.742,0.155,0.818,0.0342,159.564,-6.797,1,0,402750.0,4.0
15niYbmRN5e6Hi3ZNVMUKN,Good Man,Devour the Day,0.000399,0.451,0.822,0.524,0.000449,0.0542,164.094,-5.788,0,1,210965.0,4.0
7ebceNRVeFRFpd4qLENYpO,名前のない怪物,EGOIST,0.000229,0.344,0.9,0.251,0.000965,0.158,180.059,-5.997,1,10,317267.0,4.0
0FWXTmiiYDQ9Mk2kZrbU7l,Bop-a-lena,Ronnie Self,0.707,0.598,0.579,0.962,0.01,0.059,98.063,-17.889,1,0,122865.0,4.0
07s8DEsy9uoLHqiJmFm499,Beneath the Vulture's Gaze,Wanheda,0.00491,0.32,0.841,0.242,0.828,0.0581,162.912,-7.814,0,6,262080.0,4.0
0lmpqurclNIXawxlDXS25h,常套句,Mr.Children,0.461,0.557,0.418,0.203,9.86e-06,0.026,134.063,-7.242,1,9,245213.0,4.0
2jpfHKdt5r23lH9rZxwpyi,Intuition,INVISIBLE WAVE,0.0201,0.354,0.506,0.261,0.0507,0.0315,83.531,-7.085,1,9,216000.0,4.0
38mUTswfszVFQ952r89AP8,千本桜,KuroUsa,0.00644,0.475,0.938,0.945,5e-05,0.0378,154.019,-3.129,0,2,252468.0,4.0
0ufJgj1nUtfSSynA5gULuj,Sunshine,D D Colvin,0.321,0.643,0.511,0.399,0.405,0.028,120.006,-10.753,1,0,227320.0,4.0
1EqPpTJxzKSSWjx8nAQtmX,Pneumonic,Jakob,0.000345,0.442,0.398,0.0842,0.906,0.0325,77.486,-11.93,0,0,334027.0,4.0
61rbX38ZAjFhbQzf0pjg5t,Twist Like Licorice,Alex Brown & The Hepcats,0.0661,0.614,0.91,0.568,7.91e-06,0.0954,90.05,-5.537,0,11,161320.0,4.0
2BCCBVNxlySbUxbR7Y0M3j,Tear Down the Wall,Art Of Dying,0.000298,0.581,0.963,0.608,2.42e-05,0.0418,96.009,-3.592,1,2,184977.0,4.0
0Mwxileu5W2hZREyzK69En,Stronger - Extended Version,Through Fire,7.25e-05,0.301,0.861,0.549,1.26e-06,0.0563,87.642,-6.418,0,4,245080.0,4.0
6LRMqhPKXNuWeG57r3Ilq6,No In Between,Totten Bridge,0.00112,0.593,0.912,0.584,2.27e-05,0.0576,134.015,-3.73,1,7,218507.0,4.0
7dp65mtrhIHiBXHWk1Vikc,Cspan,Vasudeva,0.00125,0.552,0.798,0.504,0.865,0.0289,147.964,-8.722,0,2,301996.0,4.0
08m7pwirwY6h90JE8dZ3D3,59 Ford,The Firebirds,0.097,0.687,0.872,0.771,0.00889,0.0397,92.017,-9.716,1,0,126827.0,4.0
7BM0XWM6EcvkPQofjyrOKo,The Dawn Thief,Whale Fall,0.0404,0.191,0.522,0.107,0.846,0.0346,183.419,-7.897,0,6,438227.0,3.0
3lG9eYlhnipGfvAR4ZkBk7,Zaris,Mooncake,0.513,0.366,0.443,0.0546,0.945,0.0304,140.076,-8.154,0,2,315330.0,4.0
6Ep56mDirnv1ORaxN061KY,Intro,RTB MB,0.0266,0.79,0.506,0.514,0.0,0.503,130.006,-12.272,0,1,136647.0,5.0
08cXy6KUizaAelYXtcew3w,1957,Milo Greene,0.663,0.388,0.595,0.596,5.58e-05,0.0325,190.043,-9.799,1,1,204213.0,4.0
0ltBH1JNzSvQJPjJpvTu9B,Whistle,Flo Rida,0.0199,0.754,0.933,0.75,0.0,0.0448,103.992,-5.786,1,0,225000.0,4.0
1gySBz9gqqLqigw3OTWwKL,You Are So,Through Walls,0.000593,0.448,0.908,0.577,3.62e-05,0.0557,120.596,-5.277,0,4,260000.0,4.0
01k0fYnD9sFE89A2zPD38v,The Man With The Hammer,Leech,0.0518,0.531,0.498,0.0556,0.874,0.0285,126.037,-7.567,1,8,510440.0,4.0
2WOeN0BMpUwRrvVPe6spbX,come and go,mxtchxll,0.000354,0.53,0.903,0.628,4.26e-05,0.0444,120.004,-5.991,1,5,153437.0,4.0
4rwQ3Rt2Cxm9dlibRhoaTV,Waltz For Lilly,3nd,0.000257,0.269,0.662,0.557,0.893,0.041,173.257,-8.142,1,9,265320.0,3.0
5TfhHNAV9YX5yiwahneSin,Imprisoning Me,Mystery,8.99e-05,0.562,0.925,0.377,0.0598,0.0509,125.036,-4.929,0,5,282720.0,4.0
6wO13Xb3EdHUNixFOEJ0KV,Whole Lot of Shakin' Going On,Jerry Lee Lewis,0.832,0.377,0.626,0.678,6.46e-05,0.033,161.468,-9.662,1,0,172400.0,4.0
2UOijRbR9Ym6gnegBqzpzu,Good Thing,Paul Revere & The Raiders,0.0334,0.53,0.877,0.883,0.0,0.0385,125.594,-2.812,1,8,184627.0,4.0
1sNurSzezRs4DT8icqzQXl,6 & 5,Vasudeva,4.91e-05,0.57,0.77,0.478,0.833,0.0274,141.014,-7.859,0,11,236470.0,4.0
4JkhkHv1Tvct28owD7he9s,Bang! Bang!,Cabrosa,0.00996,0.569,0.942,0.249,0.503,0.0803,94.984,-6.564,1,2,211109.0,4.0
4cb61kkWMhFEDP2fmzztpA,Beautiful,2PM,0.0144,0.644,0.848,0.791,0.0,0.192,127.108,-6.861,0,9,238680.0,4.0
67whVnjuQPRV27BE4lbqwI,We Don’t Know We’re Living (w/ Brandi Carlile & Joy Oladokun),Lucie Silvas,0.681,0.558,0.398,0.183,0.0,0.0298,139.785,-7.599,1,5,270427.0,3.0
1q5vtbmUFszVKDY6ybY9DW,Better Luck Next Time,Taking Back Tomorrow,0.00543,0.457,0.775,0.436,2.28e-06,0.0469,145.013,-3.893,1,0,167199.0,4.0
1EYXeiLEcaV7un4NxaciT0,Like A Hurricane,Charlotte Carpenter,0.14,0.617,0.549,0.173,6.22e-06,0.0361,107.003,-7.087,0,5,199493.0,4.0
5yDL13y5giogKs2fSNf7sj,Glad You Came,The Wanted,0.0319,0.722,0.851,0.452,0.0,0.0639,126.885,-3.873,0,7,197936.0,4.0
35J3Vo82tou1IcA4xTS4lZ,Hydra,Covet,0.358,0.418,0.758,0.795,0.866,0.0274,162.362,-9.36,0,6,279787.0,4.0
0gTEvnqaTPmrDvzbKZtQuw,The Ballad Of Jayne,L.A. Guns,0.0291,0.474,0.369,0.156,5.86e-05,0.0296,61.207,-14.216,1,6,274107.0,4.0
0YiqstoUoXgePF6Oi7ySra,Monsters,Hurricane on Saturn,0.0441,0.571,0.894,0.452,6.15e-06,0.0696,75.005,-4.561,0,0,261000.0,4.0
3QzbgrEDsAydjYoCjNa3nX,Cash in Hand,Learn to Drive,0.126,0.468,0.868,0.567,0.0,0.108,128.026,-5.972,0,9,152714.0,4.0
0glEvaWrhIP0boU56o5Q9U,The First Fire,If These Trees Could Talk,0.000194,0.446,0.705,0.0559,0.842,0.0328,119.997,-6.892,1,7,390013.0,3.0
6cpk00i5TxCqSeqNi2HuIe,One More Night,Maroon 5,0.0558,0.716,0.821,0.618,0.0,0.0314,92.997,-3.435,0,5,219547.0,4.0
29Fkq1A2MNYHZ7djK2bSpA,Anthropology Anthology,Piglet,0.298,0.507,0.901,0.597,0.848,0.0436,124.892,-5.111,1,2,231600.0,4.0
2exkj1jr9qARyZvRn1dKZp,Wild Ones (feat. Sia),Flo Rida,0.0991,0.608,0.86,0.437,0.0,0.0554,127.075,-5.324,0,5,232947.0,4.0
3OOCTo40A47WiXqMu6NDi2,Forgive Me Friend (feat. Swedish Jam Factory),Smith & Thell,0.0014,0.59,0.81,0.624,0.0,0.0319,127.916,-5.751,1,1,216133.0,4.0
7kawUx6kYAE1Uf1xciF6KO,Aquarius Theater,Floral,0.0251,0.218,0.806,0.436,0.425,0.0375,192.992,-5.684,1,11,147359.0,3.0
3CSO9mXOUtOzIM6Eqq9QlF,Waking Up,Explosions In The Sky,0.344,0.266,0.182,0.0613,0.646,0.0354,105.344,-15.988,1,0,290872.0,4.0
2FYNX8DuCpb6xNL4B0vtve,Perfect Pillow,Chon,0.00816,0.426,0.917,0.556,0.658,0.0826,116.051,-4.674,1,7,215620.0,4.0
7tHXd3CsT7VGZAJ5Jkqt61,nothing like uuu,Nettspend,0.127,0.445,0.825,0.27,0.0,0.0451,163.893,-7.081,1,6,112244.0,4.0
4L3Vw8hTyqJ1AdyypY4e61,Call Me Maybe,Carly Rae Jepsen,0.0114,0.782,0.58,0.66,2.28e-06,0.0407,120.021,-6.548,1,7,193400.0,4.0
52wkxz0pUQVw7LhrtJ9pWE,Can't Deny My Love,Brandon Flowers,0.0474,0.634,0.861,0.412,0.000165,0.0595,109.49,-4.029,0,4,222413.0,4.0
0X1qxaPWL0NgLIfXUfHPoG,BRIGHT STREAM,Nana Mizuki,0.0932,0.394,0.974,0.396,0.0,0.0913,158.048,-2.862,0,5,251067.0,4.0
5DcKafr2uTxiTeN6HXjYa0,Last Day (death),Hipflask Virgins,0.0715,0.216,0.731,0.235,0.0125,0.0504,101.807,-7.445,1,5,545716.0,3.0
6O20JhBJPePEkBdrB5sqRx,Diamonds,Rihanna,0.00124,0.562,0.709,0.401,0.0,0.0424,91.958,-4.92,0,11,225147.0,4.0
5rgy6ghBq1eRApCkeUdJXf,We Are Young (feat. Janelle Monáe),fun.,0.02,0.378,0.638,0.735,7.66e-05,0.075,184.086,-5.576,1,10,250627.0,4.0
1u5LqAh80pTTxVsaPyxqTm,News,The Overtones,4.49e-05,0.0996,0.985,0.559,0.0887,0.0638,174.378,-0.392,0,4,224207.0,4.0
4llDF3RuBQYj2nkjTCJY4w,Quiet,This Will Destroy You,0.282,0.482,0.463,0.0427,0.848,0.0573,115.011,-7.927,1,1,293173.0,4.0
4j25WxLITRGhkYNmdezE8s,On God (feat. Earl Sweatshirt & Tony Shhnow),MIKE,0.379,0.717,0.623,0.519,0.00014,0.185,133.012,-5.083,1,1,147970.0,4.0
1zfN8zCouutQFIt8856oHV,Find You,Jervis Campbell,0.691,0.576,0.684,0.94,0.0,0.0416,115.533,-5.443,0,8,162313.0,4.0
3Z9PJ6xiEGmcqo2hESEB5n,Bitter Sweet Symphony,The Verve,0.0336,0.362,0.911,0.498,0.0,0.049,171.112,-5.966,1,9,357267.0,4.0
0vsgOfTLFru6SBOLl3MQPr,上からマリコ,AKB48,0.0123,0.371,0.944,0.421,0.00664,0.0719,168.846,-6.513,1,0,277813.0,4.0
5FcjXZOzkU8oh4cJApCV42,Unfair Treaty,Floral,0.0323,0.315,0.775,0.487,0.0534,0.0386,146.612,-6.57,1,6,167401.0,4.0
3xCuvwVGkstHDMJmqlX2JQ,How Could You Love Someone,Grem Warrington,0.0348,0.537,0.837,0.479,2.63e-05,0.085,150.032,-4.487,0,9,307200.0,4.0
3W6bchE2NDsXdyfbhkHjjB,I Can't Hear You,The Dead Weather,0.0482,0.529,0.754,0.422,0.00592,0.182,79.462,-3.167,0,0,215093.0,4.0
74BHYGbqxFoZdCVdXb87xU,Crunch,Sawce,0.00136,0.528,0.831,0.128,0.808,0.0658,99.938,-5.964,1,8,186381.0,4.0
49AtitzqZS8BvLNJyW4X07,Great White Black,Gazelles,0.00175,0.378,0.556,0.536,0.852,0.0363,126.879,-10.796,1,7,432635.0,4.0
3pRCHHfwYNVCOjWSrkGNw1,Burning Down the House,Paramore,0.0194,0.744,0.768,0.39,0.00757,0.0469,106.006,-6.054,1,0,218093.0,4.0
6sOkBtbkO04iZCsrsmEEqR,真夏のSounds good !,AKB48,0.146,0.542,0.965,0.551,1.24e-06,0.131,148.23,-1.906,0,5,275307.0,4.0
1J6MFj60gFCvYqOtjoYkM0,The Beginning,ONE OK ROCK,8.83e-05,0.36,0.983,0.279,0.0,0.101,182.058,-2.352,1,0,292733.0,4.0
2GZLWeDxVyCxDBdVzVjbMi,Climbing a Wall,Floral,0.0177,0.29,0.751,0.678,0.286,0.0436,151.097,-5.853,1,11,219266.0,1.0
29BPRc3Rr246h9VMUcaA0e,Dew,Chon,1.18e-05,0.282,0.897,0.449,0.813,0.0504,100.089,-6.57,0,11,195243.0,4.0
23Zlb66N7xcIWbpt2C1bsi,Boardwalks - Remastered 2015/ Bonus Track,Little May,0.775,0.662,0.384,0.261,0.0565,0.0281,128.992,-12.634,1,6,199360.0,4.0
6TT5cVq9gtm9Fxm1jm3RSj,生きてる生きてく,Masaharu Fukuyama,0.315,0.705,0.924,0.971,0.0,0.0305,120.991,-2.038,1,7,209133.0,4.0
3Odl4ph6DwfIl4zGwO3rOm,New Dawn,Western Education,0.0032,0.437,0.931,0.373,0.0,0.063,156.851,-5.897,0,11,224987.0,4.0
4cEmRW2agalEtEy2bL9kcq,Towers,We Lost The Sea,0.001,0.139,0.746,0.161,0.856,0.0365,89.925,-5.871,0,3,903680.0,4.0
3buLXIPsGnIBCa1GcQbdt9,The Great Migration,Verskotzi,0.115,0.646,0.73,0.468,1.3e-05,0.0388,123.045,-6.307,1,9,194627.0,4.0
77I8biel8soo1I8zqiDNRP,走れ！Bicycle,Nogizaka46,0.0724,0.516,0.944,0.597,0.0,0.0672,165.044,-2.793,1,2,222267.0,4.0
7l9U5STgEpH4MNJZC3VJxC,Im Da Man,Lil Tony Official,0.000743,0.703,0.668,0.706,0.0,0.293,160.223,-6.696,1,7,85157.0,4.0
6VObnIkLVruX4UVyxWhlqm,Skyfall,Adele,0.417,0.346,0.552,0.0789,0.0,0.0282,75.881,-6.864,0,0,286480.0,4.0
1Ew5LMm5bISWtf0V6HF3xP,Please Mama Please,Go Cat Go,0.785,0.573,0.677,0.532,0.0,0.0697,91.588,-7.633,1,0,209554.0,4.0
5X4RBTKTA0FENrLxHUfZkr,Action Packed,Ronnie Dawson,0.0229,0.586,0.771,0.818,5.93e-06,0.159,141.684,-7.35,1,7,137920.0,4.0
3OgTNTBe4eDGwZE4LaETRR,ファッションモンスター,Kyary Pamyu Pamyu,0.00999,0.48,0.974,0.504,0.00048,0.066,160.009,-1.634,0,5,277339.0,4.0
2jXqwDpsiC0h6oaGxa4dIl,Rosewood,Chon,0.453,0.549,0.646,0.183,0.786,0.0312,109.997,-11.936,0,8,220120.0,4.0
6uzuW7L1t1UhnzbfXwtMtQ,The Curse of Curves,Cute Is What We Aim For,0.39,0.534,0.792,0.477,0.0,0.0677,145.881,-4.512,1,5,203627.0,4.0
0LRCcpSgeozipxPpRg5wzx,Lights,Ellie Goulding,0.0771,0.699,0.732,0.676,0.00198,0.0304,120.028,-6.307,0,8,245853.0,4.0
3hjUzSPikYHUKc1jmzM9tR,RYN (feat. DaBaby & Baby Money),Skilla Baby,0.00924,0.774,0.621,0.367,0.0,0.301,177.216,-6.934,0,11,238644.0,4.0
3Gp9E9NXg7JLVpQXV9y19D,Ukiyo,tortuganónima,0.074,0.347,0.921,0.487,0.819,0.0439,94.027,-6.102,1,0,313250.0,4.0
154qGmayKVoKeeqv8Yy0QC,"Good Morning, Captain",Slint,0.0565,0.442,0.502,0.167,0.575,0.0354,188.421,-18.18,1,7,459333.0,4.0
76xddM2irVQCbuBoVbaElZ,Downfall,TRUSTcompany,0.000106,0.31,0.94,0.454,2.21e-06,0.106,128.682,-3.395,1,6,191373.0,5.0
6y05BbUtOsNVmaJqVF1k6M,Psychos,Jenny Lewis,0.103,0.81,0.611,0.828,0.00554,0.0368,124.493,-8.483,0,9,185120.0,4.0
24I79N8zfjkbSysmzosfnl,My Mumblin' Baby,Four Charms,0.519,0.476,0.715,0.835,0.0095,0.233,201.523,-6.287,1,7,178680.0,4.0
1swz9stsbG1p34SJHJqiww,Murder on the Dance Floor - triple j Like A Version,Royel Otis,0.00483,0.56,0.699,0.512,0.0,0.0327,122.942,-8.501,1,4,180872.0,4.0
6xryQfD6meJVukQuXSzlzF,glimmer,Covet,0.11,0.6,0.743,0.247,0.0144,0.0281,119.989,-4.866,0,11,228813.0,4.0
4VCKj1eGRZ0snkb5WLgLsX,Remembrance,Balmorhea,0.469,0.452,0.132,0.14,0.899,0.032,121.385,-13.163,0,6,349200.0,3.0
5jt2cfZCz9L0f3LqAgktSs,Rockin' the Night Away,The Jetaways,0.39,0.4,0.854,0.943,2.55e-05,0.0511,180.36,-3.508,0,2,173867.0,4.0
68HyvTUsmlpH1UJo9tn5v3,Zombie,The Cranberries,0.0145,0.252,0.738,0.256,0.000497,0.0446,165.187,-5.326,1,7,307440.0,4.0
6Krs2wfe0fZ8IonFXVHRn7,Dead End,Sareena Rama,0.372,0.615,0.74,0.405,0.0,0.0463,125.981,-3.572,1,3,157980.0,4.0
7pmQ1repUoMbViMlPrZyuD,Dreams I'll Never See,Molly Hatchet,0.162,0.637,0.583,0.62,0.178,0.0296,105.877,-13.013,1,7,426000.0,4.0
6Gn02ZC8juXwQ10Xk7ACXx,The Reason,Hoobastank,0.0125,0.474,0.659,0.075,0.0,0.0292,82.957,-4.667,1,4,232800.0,4.0
5eN5rpjnoCluugM6GMZZV1,No One Cares,Via Luna,0.0348,0.311,0.812,0.644,0.725,0.0439,142.301,-7.729,1,11,364032.0,4.0
0v1lnGbN08YjocXp3SvJXP,Wondering Where The Lions Are,Bruce Cockburn,0.673,0.694,0.287,0.824,0.00209,0.0396,79.111,-16.902,1,4,223827.0,4.0
3AoSqIShcfu9WMECozFOG1,The Otherside,Red Sun Rising,7.54e-05,0.526,0.761,0.282,0.907,0.0258,100.057,-6.151,1,11,216107.0,4.0
3GPEflNyiBz1c1iveD7J5b,Echo and Abyss,Caspian,0.00215,0.407,0.682,0.0519,0.899,0.0431,122.011,-9.066,1,10,344587.0,4.0
1LCH1RDZKSzMfLzNZPpDZk,Nautilus,Covet,0.294,0.391,0.847,0.723,0.858,0.0286,96.149,-8.425,0,11,235907.0,4.0
74tLlkN3rgVzRqQJgPfink,Money Trees,Kendrick Lamar,0.0709,0.716,0.531,0.335,0.0,0.157,71.972,-7.355,1,7,386907.0,4.0
